ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7
Honor 20 (Sapphire Blue  128 GB),Honor,2057697257,Honor 20 ,https://www.flipkart.com,718161699,718161699,718161699,6 GB RAM | 128 GB ROM,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery  3 Months for Adapter and Data Cable,Home,Mobiles & Accessories,Mobiles,-1705519707,22999,21389,35999,16092020,https://www.flipkart.com\/honor-20-sapphire-blue-128-gb/p/itmfggkavk6yua6x?pid=MOBFGGKATZVPG7RH&lid=LSTMOBFGGKATZVPG7RH9EXXYB&marketplace=FLIPKART&srno=b_1_14&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFGGKATZVPG7RH.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,19,0.7797345451690064,20,944478,,
Honor 6 Plus (Black  32 GB),Honor,2057697257,Honor 6 Plus ,https://www.flipkart.com,-486447793,-486447793,-486447793,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,8MP + 8MP | 8MP Front Camera,3600 mAh Battery,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,-660283437,26499,23054,17500,16092020,https://www.flipkart.com\/honor-6-plus-black-32-gb/p/itmeuyd8azmuvpz6?pid=MOBE5DYUDJFNFJFM&lid=LSTMOBE5DYUDJFNFJFMJAQFOV&marketplace=FLIPKART&srno=b_1_15&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBE5DYUDJFNFJFM.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,36,0.8023527794947238,41,486157,,
Honor 8,Honor,2057697257,Honor 8,https://www.flipkart.com,-301778033,-301778033,-301778033,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,1754702647,29999,27599,17500,16092020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF&lid=LSTMOBEM38ESXH5WDFFUBFZCE&marketplace=FLIPKART&srno=b_1_16&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBEM38ESXH5WDFF.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,46,0.6620190145779173,37,721469,,
Honor 8,Honor,2057697257,Honor 8,https://www.flipkart.com,-301778033,-301778033,-301778033,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery and Charger  3 Months for Data Cable,Home,Mobiles & Accessories,Mobiles,1754702647,29999,26099,17500,16092020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38EGGJRGNHR&lid=LSTMOBEM38EGGJRGNHRHKDTFB&marketplace=FLIPKART&srno=b_1_17&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBEM38EGGJRGNHR.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,20,0.8211383235424606,11,572786,,
Honor 8,Honor,2057697257,Honor 8,https://www.flipkart.com,-301778033,-301778033,-301778033,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,1754702647,29999,24299,0,16092020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5&lid=LSTMOBEM38ENZEBZFY5FKD5ZX&marketplace=FLIPKART&srno=b_1_18&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBEM38ENZEBZFY5.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,48,0.1402903956880277,21,644017,,
Honor 9N (Purple  64 GB),Honor,2057697257,Honor 9N ,https://www.flipkart.com,1912449032,1912449032,1912449032,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,295897992,14500,13340,0,16092020,https://www.flipkart.com\/honor-9n-purple-64-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8UE7HUXTHQ&lid=LSTMOBF8D8UE7HUXTHQZE8YRW&marketplace=FLIPKART&srno=b_1_19&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF8D8UE7HUXTHQ.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,39,0.18064266823468056,37,695126,,
Honor Holly (Black/White  16 GB),Honor,2057697257,Honor Holly ,https://www.flipkart.com,1087116214,1087116214,1087116214,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Li-Polymer Battery,MT6582 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,-1374317186,5999,5099,0,16092020,https://www.flipkart.com\/honor-holly-black-white-16-gb/p/itmeuyd8qgtbzmaz?pid=MOBEY39PGWFVQHQE&lid=LSTMOBEY39PGWFVQHQE1SA1NH&marketplace=FLIPKART&srno=b_1_20&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBEY39PGWFVQHQE.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,28,0.3881997666248105,18,495838,,
Honor 9N (Sapphire Blue  64 GB),Honor,2057697257,Honor 9N ,https://www.flipkart.com,1959580293,1959580293,1959580293,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,295897992,15999,14719,15000,16092020,https://www.flipkart.com\/honor-9n-sapphire-blue-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARU2TTTXBG&lid=LSTMOBF6NARU2TTTXBG35MWZK&marketplace=FLIPKART&srno=b_1_21&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF6NARU2TTTXBG.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,19,0.07637843870702932,44,554007,,
Honor Bee 4G (Gold  8 GB),Honor,2057697257,Honor Bee 4G ,https://www.flipkart.com,-463058355,-463058355,-463058355,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 2MP Front Camera,2200 mAh Battery,Cortex-A53 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,-51756056,7999,7279,8476,16092020,https://www.flipkart.com\/honor-bee-4g-gold-8-gb/p/itmeteqcdhge9nky?pid=MOBETEZDX3V2QZDG&lid=LSTMOBETEZDX3V2QZDGH5OERF&marketplace=FLIPKART&srno=b_1_22&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBETEZDX3V2QZDG.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,40,0.47076856954168234,13,180937,,
Honor 9N (Sapphire Blue  128 GB),Honor,2057697257,Honor 9N ,https://www.flipkart.com,-1625047267,-1625047267,-1625047267,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,Full View Display with Notch,Home,Mobiles & Accessories,Mobiles,295897992,19999,18399,17500,16092020,https://www.flipkart.com\/honor-9n-sapphire-blue-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARCJHKAJDG&lid=LSTMOBF6NARCJHKAJDG4YXS7T&marketplace=FLIPKART&srno=b_1_23&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF6NARCJHKAJDG.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,49,0.021076596479014387,13,100539,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,
Honor 7C (Black  32 GB),Honor,2057697257,Honor 7C ,https://www.flipkart.com,-1631448696,-1631448696,-1631448696,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1048676623,12999,11179,0,16092020,https://www.flipkart.com\/honor-7c-black-32-gb/p/itmf5ch2zb97avvz?pid=MOBF3T877EEKFWGN&lid=LSTMOBF3T877EEKFWGN9WQ3A4&marketplace=FLIPKART&srno=b_1_24&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF3T877EEKFWGN.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,29,0.8821979301888508,19,100340,,
Apple iPhone SE (White  64 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,-1406422515,-1406422515,-1406422515,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,35999,31679,42500,16092020,https://www.flipkart.com\/apple-iphone-se-white-64-gb/p/itmaf546e27c4eaf?pid=MOBFRFXHMEZRCXRV&lid=LSTMOBFRFXHMEZRCXRVDHSVH1&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHMEZRCXRV.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,14,0.4987733305847126,41,203510,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Black  64 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,-1260880093,-1260880093,-1260880093,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,35999,32399,42500,16092020,https://www.flipkart.com\/apple-iphone-se-black-64-gb/p/itm832dd5963a08d?pid=MOBFRFXHCKWDAC4A&lid=LSTMOBFRFXHCKWDAC4AEQROVZ&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHCKWDAC4A.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,42,0.8200299274672204,36,295200,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Red  64 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,764534472,764534472,764534472,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,35999,30599,42500,16092020,https://www.flipkart.com\/apple-iphone-se-red-64-gb/p/itm6e9443811d36a?pid=MOBFRFXHYMPBSB5H&lid=LSTMOBFRFXHYMPBSB5HVHY9KJ&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHYMPBSB5H.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,34,0.6313775315599225,39,621207,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Black  128 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,369032101,369032101,369032101,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,41999,35279,47800,16092020,https://www.flipkart.com\/apple-iphone-se-black-128-gb/p/itm82fa36b77c804?pid=MOBFRFXH2A3EAPZQ&lid=LSTMOBFRFXH2A3EAPZQINBV5C&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXH2A3EAPZQ.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,48,0.38318165457998865,45,176895,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (White  128 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,431140086,431140086,431140086,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,41999,36539,47800,16092020,https://www.flipkart.com\/apple-iphone-se-white-128-gb/p/itm5bf5efeb2e3b6?pid=MOBFRFXHHGF4P6BZ&lid=LSTMOBFRFXHHGF4P6BZNDIG9E&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHHGF4P6BZ.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,44,0.02334330613848723,12,922561,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Red  128 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,-1883279198,-1883279198,-1883279198,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,41999,34859,47800,16092020,https://www.flipkart.com\/apple-iphone-se-red-128-gb/p/itm55d4e3652bd92?pid=MOBFRFXHNB5ED82D&lid=LSTMOBFRFXHNB5ED82DP6ZOLW&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHNB5ED82D.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,33,0.2889793086209337,45,123709,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Black  256 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,-1084548891,-1084548891,-1084548891,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,51999,43159,58300,16092020,https://www.flipkart.com\/apple-iphone-se-black-256-gb/p/itm904337fdd4d7f?pid=MOBFRFXHKRKWJQUS&lid=LSTMOBFRFXHKRKWJQUSKVPYRP&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHKRKWJQUS.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,33,0.42443439340950306,16,338579,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (Red  256 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,-1604790577,-1604790577,-1604790577,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,51999,48359,58300,16092020,https://www.flipkart.com\/apple-iphone-se-red-256-gb/p/itmf705b162fb89b?pid=MOBFRFXHJURGR68G&lid=LSTMOBFRFXHJURGR68GJN3AVU&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHJURGR68G.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,32,0.9984575113405038,45,484761,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Apple iPhone SE (White  256 GB),Apple,-1137792563,Apple iPhone SE ,https://www.flipkart.com,1601297758,1601297758,1601297758,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Home,Mobiles & Accessories,Mobiles,191052968,51999,46799,58300,16092020,https://www.flipkart.com\/apple-iphone-se-white-256-gb/p/itm4d73793c30c4c?pid=MOBFRFXHPZCHAPEH&lid=LSTMOBFRFXHPZCHAPEH0XRVUQ&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=0ef978d7-2a86-47dc-bb53-237d209657e5.MOBFRFXHPZCHAPEH.SEARCH&ssid=h1pq91awow0000001600250151104,1,1,32,0.792968597721286,38,422089,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year
Vivo Y11 (Agate Red  32 GB),Vivo,-1952270815,Vivo Y11 ,https://www.flipkart.com,-1386940237,-1386940237,-1386940237,3 GB RAM | 32 GB ROM,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,SDM439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1397265178,9990,8991,9350,16092020,https://www.flipkart.com\/vivo-y11-agate-red-32-gb/p/itmb764fb6d6ef60?pid=MOBFN9ZJA8UZPHQG&lid=LSTMOBFN9ZJA8UZPHQGNP303P&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFN9ZJA8UZPHQG.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,22,0.9368968505511562,27,935475,,
Vivo Y11 (Mineral Blue  32 GB),Vivo,-1952270815,Vivo Y11 ,https://www.flipkart.com,-661144547,-661144547,-661144547,3 GB RAM | 32 GB ROM,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,SDM439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1397265178,9990,8891,9350,16092020,https://www.flipkart.com\/vivo-y11-mineral-blue-32-gb/p/itmb764fb6d6ef60?pid=MOBFN9ZJYFCGVBCK&lid=LSTMOBFN9ZJYFCGVBCKEOXT32&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFN9ZJYFCGVBCK.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,28,0.6876669816066968,18,784358,,
Vivo Y91i (Ocean Blue  32 GB),Vivo,-1952270815,Vivo Y91i ,https://www.flipkart.com,1664807705,1664807705,1664807705,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1840073074,7990,7191,9990,16092020,https://www.flipkart.com\/vivo-y91i-ocean-blue-32-gb/p/itmff6vsadyrbauf?pid=MOBFEFCPGZZWYNRY&lid=LSTMOBFEFCPGZZWYNRYKAJG2F&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFEFCPGZZWYNRY.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,33,0.5791513598624607,48,793426,,
Vivo Y91i (Fusion Black  32 GB),Vivo,-1952270815,Vivo Y91i ,https://www.flipkart.com,-1736836629,-1736836629,-1736836629,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1840073074,7990,7191,9990,16092020,https://www.flipkart.com\/vivo-y91i-fusion-black-32-gb/p/itmff6vsadyrbauf?pid=MOBFEFCPX6AJ7C6K&lid=LSTMOBFEFCPX6AJ7C6KGKPZED&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFEFCPX6AJ7C6K.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,25,0.6817362412175467,48,962622,,
Vivo Y20 (Obsidian Black  64 GB),Vivo,-1952270815,Vivo Y20 ,https://www.flipkart.com,-2054830190,-2054830190,-2054830190,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon 460 Processor,1 Year for Device and 6 Months for In-box Accessories,Home,Mobiles & Accessories,Mobiles,1925986054,12990,10782,16990,16092020,https://www.flipkart.com\/vivo-y20-obsidian-black-64-gb/p/itm10285cb0a8dd9?pid=MOBFUU8S63ZM4UET&lid=LSTMOBFUU8S63ZM4UETURAS0N&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFUU8S63ZM4UET.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,35,0.08742762599979825,42,492540,,
Vivo Y20i (Dawn White  64 GB),Vivo,-1952270815,Vivo Y20i ,https://www.flipkart.com,857397112,857397112,857397112,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon 460 Processor,1 Year for Device and 6 Months for In-box Accessories,Home,Mobiles & Accessories,Mobiles,-971098007,11490,9766,15490,16092020,https://www.flipkart.com\/vivo-y20i-dawn-white-64-gb/p/itma9dadd2db55ed?pid=MOBFUU8SKVMCX8FE&lid=LSTMOBFUU8SKVMCX8FEFOBU1L&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFUU8SKVMCX8FE.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,41,0.19550704837200172,21,704197,,
Vivo Y12 (Aqua Blue  64 GB),Vivo,-1952270815,Vivo Y12 ,https://www.flipkart.com,-279921046,-279921046,-279921046,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2037062750,10990,9232,13990,16092020,https://www.flipkart.com\/vivo-y12-aqua-blue-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGKMWU4EPU&lid=LSTMOBFH4YGKMWU4EPU4EDZDH&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFH4YGKMWU4EPU.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,42,0.2047303326920864,40,262499,,
Vivo Y12 (Burgundy Red  64 GB),Vivo,-1952270815,Vivo Y12 ,https://www.flipkart.com,-56050148,-56050148,-56050148,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2037062750,10990,9891,13990,16092020,https://www.flipkart.com\/vivo-y12-burgundy-red-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGZZ5SUKGF&lid=LSTMOBFH4YGZZ5SUKGFVGW0XX&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=80c27cd2-2553-45db-8ddc-b262126768d4.MOBFH4YGZZ5SUKGF.SEARCH&ssid=fzokzj24zk0000001600250151761,1,1,19,0.056310872091554054,26,371416,,
