ItemName,Brand,ProductName,CompanyURL,ItemNumber,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,Cat_0,Cat_1,Cat_2,ID,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue
Honor 8X (Blue  64 GB),Honor,Honor 8X ,https://www.flipkart.com,-492117904,-492117904,-492117904,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) Full HD+ Display,20MP + 2MP | 16MP Front Camera,3750 mAh Battery,2.2 GHz Kirin 710 Octa Core Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2012983911,19999,16599,14000,28072020,https://www.flipkart.com\/honor-8x-blue-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFETV7GQZPQRZY&lid=LSTMOBFETV7GQZPQRZYMQ9EHA&marketplace=FLIPKART&srno=b_1_13&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFETV7GQZPQRZY.SEARCH&ssid=724iyudto00000001595956516977,1,1,18,0.941525838337715,10,369290
Honor 9N (Purple  64 GB),Honor,Honor 9N ,https://www.flipkart.com,-1996961955,-1996961955,-1996961955,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,14500,13050,0,28072020,https://www.flipkart.com\/honor-9n-purple-64-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8UE7HUXTHQ&lid=LSTMOBF8D8UE7HUXTHQZE8YRW&marketplace=FLIPKART&srno=b_1_14&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF8D8UE7HUXTHQ.SEARCH&ssid=724iyudto00000001595956516977,1,1,15,0.8944917938695771,15,633421
Honor 9N (Robin Egg Blue  32 GB),Honor,Honor 9N ,https://www.flipkart.com,2120249607,2120249607,2120249607,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,12500,11500,0,28072020,https://www.flipkart.com\/honor-9n-robin-egg-blue-32-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8U3DW8WYB6&lid=LSTMOBF8D8U3DW8WYB6IVXGKN&marketplace=FLIPKART&srno=b_1_15&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF8D8U3DW8WYB6.SEARCH&ssid=724iyudto00000001595956516977,1,1,49,0.2610251601361746,19,229139
Honor 9N (Robin Egg Blue  64 GB),Honor,Honor 9N ,https://www.flipkart.com,-101383154,-101383154,-101383154,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,14500,13340,0,28072020,https://www.flipkart.com\/honor-9n-robin-egg-blue-64-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8UNGY2HKKP&lid=LSTMOBF8D8UNGY2HKKPSG9ERN&marketplace=FLIPKART&srno=b_1_16&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF8D8UNGY2HKKP.SEARCH&ssid=724iyudto00000001595956516977,1,1,25,0.7921684636055943,26,600617
Honor Bee 2 (Gold  8 GB),Honor,Honor Bee 2 ,https://www.flipkart.com,416712796,416712796,416712796,1 GB RAM | 8 GB ROM,11.43 cm (4.5 inch) Display,5MP Rear Camera,2100 mAh Battery,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,,Home,Mobiles & Accessories,Mobiles,1006658069,6499,5589,0,28072020,https://www.flipkart.com\/honor-bee-2-gold-8-gb/p/itmevmkdbhwb2pxj?pid=MOBEVMKDGWGYUYHG&lid=LSTMOBEVMKDGWGYUYHGNT7ZWS&marketplace=FLIPKART&srno=b_1_17&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEVMKDGWGYUYHG.SEARCH&ssid=724iyudto00000001595956516977,1,1,11,0.37233999138448237,27,588178
Honor 7C (Black  32 GB),Honor,Honor 7C ,https://www.flipkart.com,-64803248,-64803248,-64803248,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1895410546,12999,11829,0,28072020,https://www.flipkart.com\/honor-7c-black-32-gb/p/itmf5ch2zb97avvz?pid=MOBF3T877EEKFWGN&lid=LSTMOBF3T877EEKFWGN9WQ3A4&marketplace=FLIPKART&srno=b_1_18&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF3T877EEKFWGN.SEARCH&ssid=724iyudto00000001595956516977,1,1,38,0.05034286468928806,22,785220
Honor 4X (Gold  8 GB),Honor,Honor 4X ,https://www.flipkart.com,-658689452,-658689452,-658689452,2 GB RAM | 8 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 410 MSM8916 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,1522270713,13163,12505,0,28072020,https://www.flipkart.com\/honor-4x-gold-8-gb/p/itmeuyd9vg73gghm?pid=MOBE5KZJMPQHPTN2&lid=LSTMOBE5KZJMPQHPTN2G1NOYO&marketplace=FLIPKART&srno=b_1_19&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBE5KZJMPQHPTN2.SEARCH&ssid=724iyudto00000001595956516977,1,1,42,0.7239021314172198,18,972460
Honor 6 Plus (Black  32 GB),Honor,Honor 6 Plus ,https://www.flipkart.com,-98267262,-98267262,-98267262,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,8MP + 8MP | 8MP Front Camera,3600 mAh Battery,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,1688609285,26499,21729,14000,28072020,https://www.flipkart.com\/honor-6-plus-black-32-gb/p/itmeuyd8azmuvpz6?pid=MOBE5DYUDJFNFJFM&lid=LSTMOBE5DYUDJFNFJFMJAQFOV&marketplace=FLIPKART&srno=b_1_20&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBE5DYUDJFNFJFM.SEARCH&ssid=724iyudto00000001595956516977,1,1,17,0.6876369898466713,10,555727
Honor 7C (Blue  32 GB),Honor,Honor 7C ,https://www.flipkart.com,1320656403,1320656403,1320656403,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1895410546,12999,12089,0,28072020,https://www.flipkart.com\/honor-7c-blue-32-gb/p/itmf53qmmggh2ynj?pid=MOBF3T87QFSQXGCM&lid=LSTMOBF3T87QFSQXGCMUHVDHM&marketplace=FLIPKART&srno=b_1_21&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF3T87QFSQXGCM.SEARCH&ssid=724iyudto00000001595956516977,1,1,41,0.2641739011106363,35,427776
Honor 6X (Grey  64 GB),Honor,Honor 6X ,https://www.flipkart.com,2025601225,2025601225,2025601225,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,15 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,-1561319256,13999,11339,13900,28072020,https://www.flipkart.com\/honor-6x-grey-64-gb/p/itmexczyddznvhd2?pid=MOBEWA9MF695ZP9S&lid=LSTMOBEWA9MF695ZP9SNJZZPR&marketplace=FLIPKART&srno=b_1_22&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEWA9MF695ZP9S.SEARCH&ssid=724iyudto00000001595956516977,1,1,36,0.06924484781650397,12,790006
Honor 9N (Purple  32 GB),Honor,Honor 9N ,https://www.flipkart.com,-579118043,-579118043,-579118043,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,12500,10500,0,28072020,https://www.flipkart.com\/honor-9n-purple-32-gb/p/itmf8d8u4xezkjgr?pid=MOBF8D8UH7ZGT9NH&lid=LSTMOBF8D8UH7ZGT9NHBLEFNJ&marketplace=FLIPKART&srno=b_1_23&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF8D8UH7ZGT9NH.SEARCH&ssid=724iyudto00000001595956516977,1,1,11,0.4124392528691686,19,601277
Honor Holly (Black/White  16 GB),Honor,Honor Holly ,https://www.flipkart.com,1103963427,1103963427,1103963427,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Li-Polymer Battery,MT6582 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,1035192407,5999,5159,0,28072020,https://www.flipkart.com\/honor-holly-black-white-16-gb/p/itmeuyd8qgtbzmaz?pid=MOBEY39PGWFVQHQE&lid=LSTMOBEY39PGWFVQHQE1SA1NH&marketplace=FLIPKART&srno=b_1_24&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEY39PGWFVQHQE.SEARCH&ssid=724iyudto00000001595956516977,1,1,25,0.3794135527898347,44,700529
Apple iPhone SE (White  64 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,-1000052981,-1000052981,-1000052981,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,40999,34029,42500,28072020,https://www.flipkart.com\/apple-iphone-se-white-64-gb/p/itmaf546e27c4eaf?pid=MOBFRFXHMEZRCXRV&lid=LSTMOBFRFXHMEZRCXRVDHSVH1&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHMEZRCXRV.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,19,0.07665530057198033,31,887533
Apple iPhone SE (Red  64 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,-1090700111,-1090700111,-1090700111,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,40999,35259,42500,28072020,https://www.flipkart.com\/apple-iphone-se-red-64-gb/p/itm6e9443811d36a?pid=MOBFRFXHYMPBSB5H&lid=LSTMOBFRFXHYMPBSB5HVHY9KJ&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHYMPBSB5H.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,39,0.010010613446633787,29,489867
Apple iPhone SE (Black  64 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,-252495359,-252495359,-252495359,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,40999,36899,42500,28072020,https://www.flipkart.com\/apple-iphone-se-black-64-gb/p/itm832dd5963a08d?pid=MOBFRFXHCKWDAC4A&lid=LSTMOBFRFXHCKWDAC4AEQROVZ&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHCKWDAC4A.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,13,0.1015627606809365,20,982610
Apple iPhone SE (Black  128 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,207820264,207820264,207820264,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,45999,42779,47800,28072020,https://www.flipkart.com\/apple-iphone-se-black-128-gb/p/itm82fa36b77c804?pid=MOBFRFXH2A3EAPZQ&lid=LSTMOBFRFXH2A3EAPZQINBV5C&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXH2A3EAPZQ.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,33,0.04913052100889259,16,584192
Apple iPhone SE (White  128 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,-104754998,-104754998,-104754998,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,45999,41859,47800,28072020,https://www.flipkart.com\/apple-iphone-se-white-128-gb/p/itm5bf5efeb2e3b6?pid=MOBFRFXHHGF4P6BZ&lid=LSTMOBFRFXHHGF4P6BZNDIG9E&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHHGF4P6BZ.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,32,0.8577850552282185,37,786264
Apple iPhone SE (Red  128 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,792662410,792662410,792662410,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,45999,41399,47800,28072020,https://www.flipkart.com\/apple-iphone-se-red-128-gb/p/itm55d4e3652bd92?pid=MOBFRFXHNB5ED82D&lid=LSTMOBFRFXHNB5ED82DP6ZOLW&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHNB5ED82D.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,48,0.725331322736294,18,918918
Apple iPhone SE (White  256 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,-1714226016,-1714226016,-1714226016,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,55999,53199,58300,28072020,https://www.flipkart.com\/apple-iphone-se-white-256-gb/p/itm4d73793c30c4c?pid=MOBFRFXHPZCHAPEH&lid=LSTMOBFRFXHPZCHAPEH0XRVUQ&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHPZCHAPEH.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,23,0.3983894759994637,45,487854
Apple iPhone SE (Black  256 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,72773965,72773965,72773965,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,55999,50959,58300,28072020,https://www.flipkart.com\/apple-iphone-se-black-256-gb/p/itm904337fdd4d7f?pid=MOBFRFXHKRKWJQUS&lid=LSTMOBFRFXHKRKWJQUSKVPYRP&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHKRKWJQUS.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,48,0.6448095954783892,10,686948
Apple iPhone SE (Red  256 GB),Apple,Apple iPhone SE ,https://www.flipkart.com,2002153773,2002153773,2002153773,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,Water and Dust Resistant (1 meter for Upto 30 minutes  IP67),Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,Brand Warranty for 1 Year,,Home,Mobiles & Accessories,Mobiles,-595238964,55999,53199,58300,28072020,https://www.flipkart.com\/apple-iphone-se-red-256-gb/p/itmf705b162fb89b?pid=MOBFRFXHJURGR68G&lid=LSTMOBFRFXHJURGR68GJN3AVU&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=15d371d9-484b-44e7-a7ae-af470e273c88.MOBFRFXHJURGR68G.SEARCH&ssid=sb0jxl6g2o0000001595956518374,1,1,32,0.36711767213139157,21,120823
Vivo Y15 (Burgundy Red  64 GB),Vivo,Vivo Y15 ,https://www.flipkart.com,-1815289242,-1815289242,-1815289242,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,205670338,12990,11561,15990,28072020,https://www.flipkart.com\/vivo-y15-burgundy-red-64-gb/p/itmfgadf77s87w8x?pid=MOBFGQQYNC3WKZNU&lid=LSTMOBFGQQYNC3WKZNUYZMDQZ&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFGQQYNC3WKZNU.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,35,0.6664276476376265,39,844349
Vivo Y15 (Aqua Blue  64 GB),Vivo,Vivo Y15 ,https://www.flipkart.com,-1995712266,-1995712266,-1995712266,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,205670338,12990,11431,15990,28072020,https://www.flipkart.com\/vivo-y15-aqua-blue-64-gb/p/itmfgadf77s87w8x?pid=MOBFGQQYZMGHMQZH&lid=LSTMOBFGQQYZMGHMQZHES4HHJ&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFGQQYZMGHMQZH.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,23,0.6664580940793059,39,403211
Vivo Y12 (Aqua Blue  64 GB),Vivo,Vivo Y12 ,https://www.flipkart.com,1518108937,1518108937,1518108937,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1654757209,10990,9781,13990,28072020,https://www.flipkart.com\/vivo-y12-aqua-blue-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGKMWU4EPU&lid=LSTMOBFH4YGKMWU4EPU4EDZDH&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFH4YGKMWU4EPU.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,10,0.31665461831955166,37,792054
Vivo Y12 (Burgundy Red  64 GB),Vivo,Vivo Y12 ,https://www.flipkart.com,421756682,421756682,421756682,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1654757209,10990,9232,13990,28072020,https://www.flipkart.com\/vivo-y12-burgundy-red-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGZZ5SUKGF&lid=LSTMOBFH4YGZZ5SUKGFVGW0XX&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFH4YGZZ5SUKGF.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,28,0.4774236386903564,44,821922
Vivo Y11 (Mineral Blue  32 GB),Vivo,Vivo Y11 ,https://www.flipkart.com,-782128346,-782128346,-782128346,3 GB RAM | 32 GB ROM,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,SDM439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1649144290,9990,9291,9900,28072020,https://www.flipkart.com\/vivo-y11-mineral-blue-32-gb/p/itmb764fb6d6ef60?pid=MOBFN9ZJYFCGVBCK&lid=LSTMOBFN9ZJYFCGVBCKEOXT32&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFN9ZJYFCGVBCK.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,32,0.699499970962386,21,715617
Vivo U10 (Thunder Black  32 GB),Vivo,Vivo U10 ,https://www.flipkart.com,1478372425,1478372425,1478372425,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,18 W Fast Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,723359667,10990,9891,10800,28072020,https://www.flipkart.com\/vivo-u10-thunder-black-32-gb/p/itm04d50e8821b20?pid=MOBFHSZXSYN8HQQU&lid=LSTMOBFHSZXSYN8HQQU3V9S3U&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFHSZXSYN8HQQU.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,34,0.930906352918345,48,216718
Vivo Y91i (Fusion Black  32 GB),Vivo,Vivo Y91i ,https://www.flipkart.com,862763757,862763757,862763757,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Lithium-ion Battery,MediaTek Helio P22 Processor,1 Year Warranty on Phone  6 Months Warranty on Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2042335776,8990,7821,9990,28072020,https://www.flipkart.com\/vivo-y91i-fusion-black-32-gb/p/itme66fe8a09dbef?pid=MOBFQEDG4FYRXTYG&lid=LSTMOBFQEDG4FYRXTYGG5GJNI&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFQEDG4FYRXTYG.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,36,0.31579702219036776,34,358656
Vivo Z1x (Phantom Purple  64 GB),Vivo,Vivo Z1x ,https://www.flipkart.com,-843316380,-843316380,-843316380,6 GB RAM | 64 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,22.5 W Vivo Flash Charge,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,,,Home,Mobiles & Accessories,Mobiles,-1725301002,16990,14102,19990,28072020,https://www.flipkart.com\/vivo-z1x-phantom-purple-64-gb/p/itmba29cfcbec513?pid=MOBFJRPVYZFWMJHG&lid=LSTMOBFJRPVYZFWMJHGN9FTZW&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Vivo&fm=organic&iid=1284d11d-73ff-4352-9b2e-059f8af9b59a.MOBFJRPVYZFWMJHG.SEARCH&ssid=cvxgg5qpw00000001595956519293,1,1,21,0.12003248905024466,40,901499
